Chromosome	Start	End	Strand	Gene	Transcription_Start_Site
17	37334303	37339698	-	Olfr103	37337230
17	37359582	37363993	+	Olfr104-ps	37359582
X	83486678	83487924	-	Tsga8	83487924
19	11096816	11130876	-	Ms4a20	11130876
17	37379033	37386208	+	Olfr105-ps	37379033
X	82948870	85206141	+	Dmd	82948903
X	82948870	85206141	+	Dmd	83855407
X	82948870	85206141	+	Dmd	85048319
X	82948870	85206141	+	Dmd	85048413
1	173896345	173913046	-	Ifi211	173913046
1	164796644	164824266	+	Dpt	164796644
2	73816509	73892639	-	Atf2	73845505
2	73816509	73892639	-	Atf2	73892536
2	73816509	73892639	-	Atf2	73892612
2	73816509	73892639	-	Atf2	73892614
2	73816509	73892639	-	Atf2	73892631
2	73816509	73892639	-	Atf2	73892639
2	73816509	73892639	-	Atf2	73892530
2	73816509	73892639	-	Atf2	73892593
2	73816509	73892639	-	Atf2	73892553
2	73816509	73892639	-	Atf2	73863290
2	73816509	73892639	-	Atf2	73892555
2	153616933	153632781	-	Commd7	153632781
2	153616933	153632781	-	Commd7	153632740
9	107614125	107635367	-	Gnai2	107635312
9	107614125	107635367	-	Gnai2	107635367
9	107614125	107635367	-	Gnai2	107626606
9	107614125	107635367	-	Gnai2	107635337
9	107614125	107635367	-	Gnai2	107635343
1	164931644	164935527	-	Xcl1	164935527
12	118867824	118966421	-	Abcb5	118966421
7	25317164	25365917	+	Megf8	25317164
5	129895723	129903623	+	Zbed5	129895723
5	129895723	129903623	+	Zbed5	129895778
2	153031852	153055775	+	Xkr7	153031852
8	71542922	71548085	+	Mvb12a	71542930
15	77422209	77447492	-	Apol7b	77447460
15	77422209	77447492	-	Apol7b	77446196
16	92318765	92321441	-	Fam243	92321441
11	79513385	79530589	-	Evi2	79530589
3	138048761	138067388	-	Gm5105	138067388
17	27579382	27623495	-	Nudt3	27623495
17	27579382	27623495	-	Nudt3	27597215
17	27579382	27623495	-	Nudt3	27622964
17	27579382	27623495	-	Nudt3	27622393
17	27579382	27623495	-	Nudt3	27623263
17	27579382	27623495	-	Nudt3	27622844
X	4952135	4954077	+	Btbd35f27	4952135
3	138065052	138081506	+	1110002E22Rik	138065052
8	87563853	87589424	+	4933402J07Rik	87563853
17	46147387	46153553	-	Mad2l1bp	46153553
18	84934782	84981473	+	Fbxo15	84934782
18	84934782	84981473	+	Fbxo15	84952116
18	84934782	84981473	+	Fbxo15	84965510
18	84934782	84981473	+	Fbxo15	84935158
5	129881156	129887470	-	Chchd2	129887470
16	92345982	92359468	-	Kcne1	92359468
16	92345982	92359468	-	Kcne1	92358874
1	85526602	85552178	+	AC147806.2	85549687
1	85526602	85552178	+	AC147806.2	85526602
2	147012996	147078000	+	Xrn2	147012996
6	128662385	128677374	+	Clec2h	128662385
6	128662385	128677374	+	Clec2h	128662387
6	113424634	113435760	-	Cidec	113435760
6	113424634	113435760	-	Cidec	113435756
6	113424634	113435760	-	Cidec	113434764
6	113424634	113435760	-	Cidec	113434613
19	52264297	52265476	+	Ins1	52264297
11	121701544	121716306	+	Metrnl	121701544
11	121701544	121716306	+	Metrnl	121702411
11	121701544	121716306	+	Metrnl	121702763
3	116007462	116029017	+	Extl2	116007462
3	116007462	116029017	+	Extl2	116007478
3	116007462	116029017	+	Extl2	116008220
2	164960802	164999731	+	Slc12a5	164960824
2	164960802	164999731	+	Slc12a5	164960846
2	164960802	164999731	+	Slc12a5	164967983
2	164960802	164999731	+	Slc12a5	164968239
5	151642756	151651242	-	Rfc3	151651242
5	108777235	108795363	-	Tmed11	108795363
14	17660261	18038090	+	Thrb	17660261
14	17660261	18038090	+	Thrb	17660532
14	17660261	18038090	+	Thrb	17660896
14	17660261	18038090	+	Thrb	17962821
14	17660261	18038090	+	Thrb	17981529
19	53677306	53867080	+	Rbm20	53677306
19	53677306	53867080	+	Rbm20	53793308
7	99535466	99606771	+	Arrb1	99535466
7	99535466	99606771	+	Arrb1	99535662
7	99535466	99606771	+	Arrb1	99535704
7	99535466	99606771	+	Arrb1	99539669
7	99535466	99606771	+	Arrb1	99594623
3	88056520	88058495	-	Naxe	88058495
7	114743694	114850383	+	Insc	114743694
7	114743694	114850383	+	Insc	114745740
7	114743694	114850383	+	Insc	114768736
7	114743694	114850383	+	Insc	114768774
7	114743694	114850383	+	Insc	114793968
7	114743694	114850383	+	Insc	114745766
16	59490775	59600979	-	Crybg3	59600979
16	59490775	59600979	-	Crybg3	59530191
16	59490775	59600979	-	Crybg3	59555752
9	107650634	107669530	-	Slc38a3	107659528
9	107650634	107669530	-	Slc38a3	107667374
9	107650634	107669530	-	Slc38a3	107667426
9	107650634	107669530	-	Slc38a3	107668968
9	107650634	107669530	-	Slc38a3	107669530
9	107650634	107669530	-	Slc38a3	107669000
9	107650634	107669530	-	Slc38a3	107665461
11	102289300	102296631	-	Atxn7l3	102294163
11	102289300	102296631	-	Atxn7l3	102294987
11	102289300	102296631	-	Atxn7l3	102295312
11	102289300	102296631	-	Atxn7l3	102296631
11	102289300	102296631	-	Atxn7l3	102296629
5	108791843	108808850	-	Vmn2r8	108808850
X	124124961	124135952	-	Vmn2r121	124135952
8	111966908	111992302	-	Adat1	111992302
8	111966908	111992302	-	Adat1	111990412
2	128126038	128162547	+	Bcl2l11	128126039
2	128126038	128162547	+	Bcl2l11	128126038
2	128126038	128162547	+	Bcl2l11	128126050
2	128126038	128162547	+	Bcl2l11	128126040
1	133131143	133139783	+	Ppp1r15b	133131143
2	130590002	130630038	-	Ubox5	130630038
18	44027869	44032417	+	Spink14	44028694
18	44027869	44032417	+	Spink14	44027869
8	105131800	105150109	+	Ces4a	105131800
2	153065955	153081735	+	Ccm2l	153065955
2	153065955	153081735	+	Ccm2l	153065998
2	153065955	153081735	+	Ccm2l	153066002
19	52931926	53040214	-	Xpnpep1	53032145
19	52931926	53040214	-	Xpnpep1	53038553
19	52931926	53040214	-	Xpnpep1	53032146
19	52931926	53040214	-	Xpnpep1	53035392
19	52931926	53040214	-	Xpnpep1	53040214
19	52931926	53040214	-	Xpnpep1	53038560
1	63182691	63214543	-	Gpr1	63214543
5	74997988	75044774	-	Chic2	75044774
2	174450695	174457882	+	Tubb1	174450695
7	55794154	55831677	+	Tubgcp5	55794154
7	55794154	55831677	+	Tubgcp5	55794191
7	55794154	55831677	+	Tubgcp5	55794225
9	54863789	54912530	+	Ireb2	54863789
9	54863789	54912530	+	Ireb2	54897473
15	100869858	101045938	+	Scn8a	100869858
15	100869858	101045938	+	Scn8a	100870645
15	100869858	101045938	+	Scn8a	100870661
15	100869858	101045938	+	Scn8a	100870904
15	100869858	101045938	+	Scn8a	100870945
15	100869858	101045938	+	Scn8a	100870952
15	100869858	101045938	+	Scn8a	100871420
15	100869858	101045938	+	Scn8a	100933429
15	100869858	101045938	+	Scn8a	100936306
15	100869858	101045938	+	Scn8a	100936325
15	100869858	101045938	+	Scn8a	100955501
15	100869858	101045938	+	Scn8a	100957084
15	100869858	101045938	+	Scn8a	100936271
15	100869858	101045938	+	Scn8a	100870683
17	27856441	27900041	+	Uhrf1bp1	27856441
17	27856441	27900041	+	Uhrf1bp1	27856606
17	27856441	27900041	+	Uhrf1bp1	27857243
17	27856441	27900041	+	Uhrf1bp1	27894695
2	174461072	174464105	-	Atp5e	174464105
7	141455198	141460743	+	Pnpla2	141455198
7	141455198	141460743	+	Pnpla2	141455207
7	141455198	141460743	+	Pnpla2	141455219
7	141455198	141460743	+	Pnpla2	141455607
2	122426477	122461137	+	Slc28a2	122426477
2	122426477	122461137	+	Slc28a2	122440763
2	122426477	122461137	+	Slc28a2	122439747
2	172549593	172558622	+	Tfap2c	172549593
2	172549593	172558622	+	Tfap2c	172550782
2	172549593	172558622	+	Tfap2c	172550991
16	59471775	59492461	+	Riox2	59471775
16	59471775	59492461	+	Riox2	59471804
16	59471775	59492461	+	Riox2	59471822
16	59471775	59492461	+	Riox2	59472068
16	59471775	59492461	+	Riox2	59472343
6	128705836	128723059	-	Klrb1	128723059
2	130613840	130630027	-	Fastkd5	130630027
2	130613840	130630027	-	Fastkd5	130616668
2	153649450	153687730	+	Dnmt3b	153649450
2	153649450	153687730	+	Dnmt3b	153649453
2	153649450	153687730	+	Dnmt3b	153649454
2	153649450	153687730	+	Dnmt3b	153649617
1	4490931	4497354	-	Sox17	4496413
1	4490931	4497354	-	Sox17	4496757
1	4490931	4497354	-	Sox17	4497354
1	4490931	4497354	-	Sox17	4496363
1	4490931	4497354	-	Sox17	4496330
1	4490931	4497354	-	Sox17	4493735
1	4490931	4497354	-	Sox17	4496396
15	74979534	74983430	-	Ly6i	74983430
5	32232708	32366520	+	Plb1	32232714
5	32232708	32366520	+	Plb1	32239084
5	32232708	32366520	+	Plb1	32247351
5	108835273	108852601	-	Vmn2r9	108852601
3	153857149	153906138	-	Msh4	153906138
3	153857149	153906138	-	Msh4	153904731
3	153857149	153906138	-	Msh4	153904891
9	43310848	43336115	+	Trim29	43310848
2	130632839	130642803	-	Lzts3	130638095
2	130632839	130642803	-	Lzts3	130642803
8	71554238	71558871	-	Tmem221	71558871
11	75830999	75938429	-	Rph3al	75937738
11	75830999	75938429	-	Rph3al	75925891
11	75830999	75938429	-	Rph3al	75937697
11	75830999	75938429	-	Rph3al	75938429
11	75830999	75938429	-	Rph3al	75911062
10	95174746	95324133	-	Cradd	95322965
10	95174746	95324133	-	Cradd	95324108
10	95174746	95324133	-	Cradd	95323565
X	102247381	102252181	-	Cited1	102252181
X	102247381	102252181	-	Cited1	102251852
X	102247381	102252181	-	Cited1	102250946
X	102247381	102252181	-	Cited1	102250775
X	102247381	102252181	-	Cited1	102251918
1	63273265	63314576	+	Zdbf2	63273265
1	63273265	63314576	+	Zdbf2	63273269
1	63273265	63314576	+	Zdbf2	63290738
8	71560555	71566601	-	Nxnl1	71566601
2	155817730	155819426	-	BC029722	155819426
1	155212471	155244444	-	BC034090	155244444
1	155212471	155244444	-	BC034090	155232740
1	155212471	155244444	-	BC034090	155232911
10	96617006	96622809	+	Btg1	96617006
10	96617006	96622809	+	Btg1	96617554
17	27901122	27909844	-	Taf11	27909242
17	27901122	27909844	-	Taf11	27907724
2	155775342	155818366	+	Mmp24	155775342
13	100124852	100137690	+	Smn1	100124852
13	100124852	100137690	+	Smn1	100124894
13	100124852	100137690	+	Smn1	100124924
4	107253593	107279938	+	Hspb11	107253593
4	107253593	107279938	+	Hspb11	107253903
4	107253593	107279938	+	Hspb11	107253925
17	65637507	65642168	-	Txndc2	65642168
17	65637507	65642168	-	Txndc2	65639826
4	141858142	141874920	-	Efhd2	141874920
7	113315626	113369392	-	Btbd10	113347285
7	113315626	113369392	-	Btbd10	113369339
7	113315626	113369392	-	Btbd10	113369392
1	171113918	171126967	+	Cfap126	171113918
1	171113918	171126967	+	Cfap126	171113989
1	171113918	171126967	+	Cfap126	171121661
1	171113918	171126967	+	Cfap126	171122677
1	171113918	171126967	+	Cfap126	171125034
4	155469114	155470858	+	Tmem52	155469131
4	155469114	155470858	+	Tmem52	155469114
14	56082166	56085273	-	Mcpt8	56085197
7	27959135	27979171	-	Zfp780b	27979139
7	27959135	27979171	-	Zfp780b	27979147
7	27959135	27979171	-	Zfp780b	27975368
10	81264713	81266934	-	Mrpl54	81266934
5	108990063	109006527	-	Vmn2r10	109006527
9	57544256	57552763	-	Mpi	57552763
1	173920407	173942672	-	Ifi203	173942492
1	173920407	173942672	-	Ifi203	173942672
1	173920407	173942672	-	Ifi203	173942491
1	173920407	173942672	-	Ifi203	173942460
16	33517328	33664135	+	Slc12a8	33517328
16	33517328	33664135	+	Slc12a8	33518278
16	33517328	33664135	+	Slc12a8	33518536
16	33517328	33664135	+	Slc12a8	33596562
16	33517328	33664135	+	Slc12a8	33596627
16	33517328	33664135	+	Slc12a8	33518329
3	64949196	65378223	+	Kcnab1	64949196
3	64949196	65378223	+	Kcnab1	64977418
3	64949196	65378223	+	Kcnab1	65109384
9	24718138	24774303	-	Tbx20	24774284
9	24718138	24774303	-	Tbx20	24769680
9	24718138	24774303	-	Tbx20	24774303
5	121660563	121687256	+	Brap	121660563
5	121660563	121687256	+	Brap	121660869
5	121660563	121687256	+	Brap	121662050
7	27984854	28014115	-	Zfp850	28014115
7	27984854	28014115	-	Zfp850	28008416
7	27984854	28014115	-	Zfp850	27985796
17	65651729	65772752	-	Rab31	65772752
17	65651729	65772752	-	Rab31	65772640
17	37390393	37396252	+	Olfr106-ps	37390393
11	75999912	76003569	+	1700016K19Rik	75999912
3	88716838	88731049	+	Rit1	88716838
3	88716838	88731049	+	Rit1	88716876
3	88716838	88731049	+	Rit1	88716906
X	48411046	48463132	-	Elf4	48454169
X	48411046	48463132	-	Elf4	48463132
6	49822710	49829507	+	Npy	49822710
X	102284639	102505359	-	Hdac8	102505359
4	126164082	126202760	-	Thrap3	126202760
4	126164082	126202760	-	Thrap3	126175447
4	126164082	126202760	-	Thrap3	126202589
4	126164082	126202760	-	Thrap3	126178526
4	126164082	126202760	-	Thrap3	126201117
4	126164082	126202760	-	Thrap3	126202647
4	126164082	126202760	-	Thrap3	126202376
4	126164082	126202760	-	Thrap3	126202390
1	191063012	191086474	+	Nsl1	191063012
1	191063012	191086474	+	Nsl1	191063024
1	191063012	191086474	+	Nsl1	191063031
9	21755442	21760303	-	Spc24	21760303
9	21755442	21760303	-	Spc24	21760282
9	21755442	21760303	-	Spc24	21760302
18	58556257	58612773	+	Slc27a6	58556257
15	78667331	78718771	-	Elfn2	78718113
15	78667331	78718771	-	Elfn2	78718771
4	148602554	148615499	+	Masp2	148602554
4	148602554	148615499	+	Masp2	148602564
2	91982328	92024502	-	Creb3l1	92024502
2	117121374	117182279	+	Spred1	117121374
2	117121374	117182279	+	Spred1	117121638
4	130792537	130826319	+	Sdc3	130792537
4	130792537	130826319	+	Sdc3	130811938
4	130792537	130826319	+	Sdc3	130814304
14	56099881	56102574	-	Ctsg	56102574
8	83608193	83612653	+	Dnajb1	83608193
8	83608193	83612653	+	Dnajb1	83608553
17	37399226	37407477	+	Olfr107	37399407
17	37399226	37407477	+	Olfr107	37399413
17	37399226	37407477	+	Olfr107	37399226
17	37399226	37407477	+	Olfr107	37399402
17	37399226	37407477	+	Olfr107	37405477
14	64104286	64113755	+	Prss52	64104286
14	56117626	56120625	-	Gzme	56120625
11	121830247	121843423	+	Ptchd3	121830247
12	112760655	112768990	+	Pld4	112760655
13	38151294	38198577	+	Dsp	38151294
13	38151294	38198577	+	Dsp	38151328
17	53674786	53689333	-	Sgo1	53689333
11	120610087	120617936	-	Pcyt2	120617936
11	120610087	120617936	-	Pcyt2	120617925
3	152210422	152236826	+	Fubp1	152210422
3	152210422	152236826	+	Fubp1	152210473
3	152210422	152236826	+	Fubp1	152210482
3	152210422	152236826	+	Fubp1	152210492
3	152210422	152236826	+	Fubp1	152210498
3	152210422	152236826	+	Fubp1	152210519
3	152210422	152236826	+	Fubp1	152221363
3	152210422	152236826	+	Fubp1	152223298
3	152210422	152236826	+	Fubp1	152223311
3	152210422	152236826	+	Fubp1	152223321
3	152210422	152236826	+	Fubp1	152210521
X	74480287	74481399	-	Ctag2l1	74481399
6	95117240	95129790	+	Kbtbd8	95117240
6	95117240	95129790	+	Kbtbd8	95117740
6	95117240	95129790	+	Kbtbd8	95117880
14	56129556	56132608	-	Gzmd	56132608
5	139252324	139270051	+	Get4	139252324
5	139252324	139270051	+	Get4	139252370
5	139252324	139270051	+	Get4	139253497
5	139252324	139270051	+	Get4	139253511
X	96713441	96719388	+	Gpr165	96713492
16	96158407	96192271	-	Lca5l	96192250
16	96158407	96192271	-	Lca5l	96185849
16	96158407	96192271	-	Lca5l	96192257
17	46161032	46169370	+	Gtpbp2	46161032
17	46161032	46169370	+	Gtpbp2	46161066
17	46161032	46169370	+	Gtpbp2	46161111
17	46161032	46169370	+	Gtpbp2	46167231
2	162931528	162937121	+	Srsf6	162931528
2	162931528	162937121	+	Srsf6	162931661
12	83631236	83683123	+	Rbm25	83631236
12	83631236	83683123	+	Rbm25	83631339
12	83631236	83683123	+	Rbm25	83632252
12	83631236	83683123	+	Rbm25	83632253
12	83631236	83683123	+	Rbm25	83632257
12	83631236	83683123	+	Rbm25	83632291
12	83631236	83683123	+	Rbm25	83632306
17	31608894	31637238	-	Cbs	31637199
17	31608894	31637238	-	Cbs	31637238
17	31608894	31637238	-	Cbs	31637165
17	31608894	31637238	-	Cbs	31627491
17	31608894	31637238	-	Cbs	31636790
17	31608894	31637238	-	Cbs	31636640
17	31608894	31637238	-	Cbs	31636649
17	31608894	31637238	-	Cbs	31633164
5	109043360	109059569	-	Vmn2r11	109059569
2	166566342	166713832	-	Prex1	166713832
2	166566342	166713832	-	Prex1	166638968
2	166566342	166713832	-	Prex1	166582071
1	191097847	191108945	+	Batf3	191098325
2	38692656	38714542	-	Nr5a1	38712234
2	38692656	38714542	-	Nr5a1	38714542
11	76019194	76027782	-	Rflnb	76027782
4	148612382	148627019	-	Tardbp	148627019
4	148612382	148627019	-	Tardbp	148618771
4	148612382	148627019	-	Tardbp	148626758
4	148612382	148627019	-	Tardbp	148620612
4	148612382	148627019	-	Tardbp	148618680
4	148612382	148627019	-	Tardbp	148619286
4	148612382	148627019	-	Tardbp	148625362
4	148612382	148627019	-	Tardbp	148622097
4	148612382	148627019	-	Tardbp	148626754
4	148612382	148627019	-	Tardbp	148626323
4	148612382	148627019	-	Tardbp	148626996
3	94693556	94704413	+	Selenbp2	94693556
3	94693556	94704413	+	Selenbp2	94693568
3	94693556	94704413	+	Selenbp2	94693569
3	94693556	94704413	+	Selenbp2	94693659
4	141576062	141606096	-	Fblim1	141598224
4	141576062	141606096	-	Fblim1	141599924
4	141576062	141606096	-	Fblim1	141599835
4	141576062	141606096	-	Fblim1	141606037
4	141576062	141606096	-	Fblim1	141606096
4	141576062	141606096	-	Fblim1	141598517
4	141576062	141606096	-	Fblim1	141600032
4	141576062	141606096	-	Fblim1	141599888
4	141576062	141606096	-	Fblim1	141598206
4	141576062	141606096	-	Fblim1	141606025
4	141576062	141606096	-	Fblim1	141606036
4	141576062	141606096	-	Fblim1	141606027
4	141576062	141606096	-	Fblim1	141606052
6	87345650	87350942	-	Gkn1	87350942
2	155827548	155834854	-	Fam83c	155834854
11	49609263	49652739	+	Flt4	49609263
10	80798198	80804924	+	Sf3a2	80798198
10	80798198	80804924	+	Sf3a2	80798732
10	80798198	80804924	+	Sf3a2	80798969
14	64122625	64455903	-	Msra	64455903
14	64122625	64455903	-	Msra	64416948
14	64122625	64455903	-	Msra	64417279
1	127868773	127943868	+	Rab3gap1	127868773
1	127868773	127943868	+	Rab3gap1	127868812
8	105170674	105217989	+	Cbfb	105170674
8	105170674	105217989	+	Cbfb	105170689
8	105170674	105217989	+	Cbfb	105170744
8	105170674	105217989	+	Cbfb	105170945
9	59680144	59718874	+	Gramd2	59680144
9	59680144	59718874	+	Gramd2	59707637
9	59680144	59718874	+	Gramd2	59707764
9	59680144	59718874	+	Gramd2	59711181
9	45929619	45936058	-	Tagln	45936058
9	45929619	45936058	-	Tagln	45935574
2	155819832	155826925	-	Eif6	155826925
2	155819832	155826925	-	Eif6	155826663
2	155819832	155826925	-	Eif6	155826766
17	69383050	69391199	+	Zbtb14	69383050
17	69383050	69391199	+	Zbtb14	69383319
17	69383050	69391199	+	Zbtb14	69383840
1	150562524	150993435	-	Hmcn1	150993051
1	150562524	150993435	-	Hmcn1	150583212
13	74639568	74693201	+	Erap1	74639568
13	74639568	74693201	+	Erap1	74639855
13	74639568	74693201	+	Erap1	74639873
13	74639568	74693201	+	Erap1	74666099
13	111439229	111549947	-	Gm49496	111549947
13	111425680	111490111	-	Gpbp1	111490111
13	111425680	111490111	-	Gpbp1	111490028
9	45838580	45864399	+	Bace1	45838580
9	45838580	45864399	+	Bace1	45854627
10	80796099	80798626	-	Plekhj1	80798626
10	80796099	80798626	-	Plekhj1	80796817
10	80796099	80798626	-	Plekhj1	80798459
3	129787881	129804030	-	Lrit3	129804030
15	77477047	77491069	+	Apol10a	77477047
13	70727802	70841811	-	Adamts16	70841811
19	11139664	11165320	-	Ms4a19	11159178
19	11139664	11165320	-	Ms4a19	11165306
19	11139664	11165320	-	Ms4a19	11165320
15	79360684	79403569	-	Tmem184b	79403569
15	79360684	79403569	-	Tmem184b	79402919
15	79360684	79403569	-	Tmem184b	79403256
15	79360684	79403569	-	Tmem184b	79403239
15	79360684	79403569	-	Tmem184b	79396856
15	79360684	79403569	-	Tmem184b	79402975
5	73481000	73560794	+	Dcun1d4	73481000
5	73481000	73560794	+	Dcun1d4	73491025
5	73481000	73560794	+	Dcun1d4	73491033
5	73481000	73560794	+	Dcun1d4	73491438
5	73481000	73560794	+	Dcun1d4	73492430
5	73481000	73560794	+	Dcun1d4	73492656
5	73481000	73560794	+	Dcun1d4	73510868
3	103171655	103179166	+	Bcas2	103171655
4	117119219	117125725	-	Btbd19	117125618
15	50654752	50890463	-	Trps1	50889691
15	50654752	50890463	-	Trps1	50889713
15	50654752	50890463	-	Trps1	50889049
15	50654752	50890463	-	Trps1	50889046
15	50654752	50890463	-	Trps1	50882806
15	50654752	50890463	-	Trps1	50827521
15	50654752	50890463	-	Trps1	50890463
15	50654752	50890463	-	Trps1	50890041
8	83652677	83664694	+	Gipc1	83652677
8	83652677	83664694	+	Gipc1	83652686
8	83652677	83664694	+	Gipc1	83652698
1	173962568	173982744	-	Ifi202b	173982744
17	74717732	74863570	+	Ttc27	74717732
17	74717732	74863570	+	Ttc27	74717762
17	74717732	74863570	+	Ttc27	74717912
17	74717732	74863570	+	Ttc27	74739640
17	74717732	74863570	+	Ttc27	74751074
2	117249739	117271540	+	Fam98b	117249739
8	25154552	25256588	-	Tacc1	25201449
8	25154552	25256588	-	Tacc1	25201542
8	25154552	25256588	-	Tacc1	25241752
8	25154552	25256588	-	Tacc1	25240901
8	25154552	25256588	-	Tacc1	25240863
4	141890438	142015082	-	Fhad1	142015067
4	141890438	142015082	-	Fhad1	141933089
4	141890438	142015082	-	Fhad1	142011637
2	174465067	174473081	-	Prelid3b	174473081
2	174465067	174473081	-	Prelid3b	174472898
2	174465067	174473081	-	Prelid3b	174472934
2	174465067	174473081	-	Prelid3b	174472931
2	88763511	88770488	-	Olfr1200	88770488
2	88763511	88770488	-	Olfr1200	88768313
1	183276352	183297269	-	Brox	183296992
1	183276352	183297269	-	Brox	183297256
1	183276352	183297269	-	Brox	183295852
2	88793036	88796827	+	Olfr1201	88793036
2	88793036	88796827	+	Olfr1201	88794384
12	112772194	112802657	-	Ahnak2	112777636
12	112772194	112802657	-	Ahnak2	112781011
12	112772194	112802657	-	Ahnak2	112802657
12	112772194	112802657	-	Ahnak2	112775254
11	116030322	116061214	+	Unk	116030322
2	88814496	88820711	+	Olfr1202	88814496
2	88814496	88820711	+	Olfr1202	88814795
2	88814496	88820711	+	Olfr1202	88817173
9	14784654	14837123	+	Mre11a	14784654
9	14784654	14837123	+	Mre11a	14784676
